reframed_text	strategy
After I turn in my essay I was so stressed about, I can come home and take a nap.	impermanence
I hope I have a few calm days at work so that I can get my mind working in the right direction.	optimism
Race sleds seem to have a life of their own, but I still love them anyway	optimism
Race sleds seem to have a life of their own, but I still love them anyway	self_affirmation
The computer missing up my paper and making me need to write it again is good because now I get to write it again.	optimism
I'm nervous during this OT, but I'm so thrilled the Isles are still in this game!	thankfulness
This week everything seems to be going wrong in my life, but I am sure better days are just around the corner.	impermanence
This week everything seems to be going wrong in my life, but I am sure better days are just around the corner.	optimism
I need to keep my focus regardless of how much work I'm getting.	growth
I value myself, and I'm going to make an effort not to put myself down.	self_affirmation
I am more productive when I don't overthink.	self_affirmation
Relaxing in the tub makes me stressfree and I am enjoying it.	neutralizing
I am stressed out! I hope my friends would help me get out of this.	optimism
I have a vile attitude, but I am going to work on trying to be a better person.	growth
If I don't feel like eating sometimes it means I won't get fat.	neutralizing
Restless. I wish I had benzodiazepines.	neutralizing
Holiday prep is always a bit of a pain, but the holiday is well worth it.	neutralizing
Holiday prep is always a bit of a pain, but the holiday is well worth it.	thankfulness
Just a little more and soon I'll be able to see my friends	impermanence
A moment alone connecting with myself would be great	neutralizing
A moment alone connecting with myself would be great	optimism
I am glad I am done with the towing of my car. It is harder than it seems.	thankfulness
Death is part of human life so I just need to get used to having lost someone important to me.	impermanence
I would love to be done with the upgrade of my PC so that I can work in peace.	optimism
Dr. Gannon need to hurry up and cone back from vacation because im ready for my mom to come home I am really looking forward to see her again	impermanence
Dr. Gannon need to hurry up and cone back from vacation because im ready for my mom to come home I am really looking forward to see her again	neutralizing
So proud I managed to get all my work done, so thankful I can sleep now.	optimism
So proud I managed to get all my work done, so thankful I can sleep now.	self_affirmation
So proud I managed to get all my work done, so thankful I can sleep now.	thankfulness
Seeing couples doing summer activity makes me sad, but I need to focus on what's important now, I need to do my schoolwork now.	growth
Going to college is now sounding like a bad idea but I am sure in the long term will be beneficial.	growth
Going to college is now sounding like a bad idea but I am sure in the long term will be beneficial.	impermanence
I have really high anxiety at the moment, and it’s not just hurting me but those around me so I’m going to try some techniques to chill out.	neutralizing
